1	1287	1	1080950400
1	2456	1	1080950400
1	2457	1	1080950400
1	2458	1	1080950400
1	2459	1	1080950400
1	2465	1	1080950400
1	3042	1	1080950400
1	4261	1	1080950400
1	5121	1	1080950400
1	22	5	1128729600
1	23	5	1128729600
1	24	5	1128729600
1	174	5	1128729600
1	176	5	1128729600
1	377	5	1128729600
1	610	5	1128729600
1	790	5	1128729600
1	903	5	1128729600
1	995	5	1128729600
1	1186	5	1128729600
1	1822	5	1128729600
1	4001	5	1128729600
1	4198	5	1128729600
1	5731	5	1128729600
1	2773	3	1128816000
1	2774	3	1128816000
1	2863	3	1128816000
1	2868	3	1128816000
1	2992	3	1128816000
1	3266	3	1128816000
1	4227	3	1128816000
1	4784	3	1128816000
1	2738	1	1131062400
1	2739	1	1131062400
1	2740	1	1131062400
1	2743	1	1131062400
1	3088	1	1131062400
1	4377	1	1131062400
1	4551	1	1131062400
1	5034	1	1131062400
1	5610	1	1131062400
1	5614	1	1131062400
1	360	4	1131148800
1	406	4	1131148800
1	473	4	1131148800
1	571	4	1131148800
1	872	4	1131148800
1	1707	4	1131148800
1	2242	4	1131148800
1	2985	2	1131148800
1	2986	2	1131148800
1	3004	4	1131148800
1	3470	2	1131148800
1	3488	2	1131148800
1	4113	4	1131148800
1	4958	4	1131148800
1	5893	4	1131148800
1	5894	4	1131148800
1	5986	4	1131148800
1	5987	4	1131148800
1	6059	2	1131148800
1	6060	2	1131148800
1	6199	4	1131148800
1	288	4	1132185600
1	475	4	1132185600
1	491	5	1132185600
1	514	4	1132185600
1	515	5	1132185600
1	516	5	1132185600
1	517	5	1132185600
1	534	5	1132185600
1	562	4	1132185600
1	624	5	1132185600
1	765	4	1132185600
1	1013	5	1132185600
1	1154	4	1132185600
1	1155	4	1132185600
1	1680	5	1132185600
1	1761	5	1132185600
1	1786	5	1132185600
1	2948	5	1132185600
1	2957	4	1132185600
1	3089	4	1132185600
1	4093	4	1132185600
1	4166	5	1132185600
1	4184	5	1132185600
1	4323	5	1132185600
1	5262	5	1132185600
1	5486	5	1132185600
1	5853	4	1132185600
1	5854	4	1132185600
1	5951	4	1132185600
1	5952	4	1132185600
1	6120	4	1132185600
1	6201	4	1132185600
1	6225	5	1132185600
1	3110	2	1137196800
1	3111	2	1137196800
1	3113	2	1137196800
1	3141	2	1137196800
1	102	5	1137628800
1	105	5	1137628800
1	289	5	1137628800
1	290	5	1137628800
1	291	5	1137628800
1	797	5	1137628800
1	817	5	1137628800
1	877	5	1137628800
1	1088	5	1137628800
1	1207	5	1137628800
1	2574	5	1137628800
1	2649	5	1137628800
1	3191	5	1137628800
1	3719	5	1137628800
1	3926	5	1137628800
1	4297	5	1137628800
1	4483	5	1137628800
1	4671	5	1137628800
1	5298	5	1137628800
1	5479	5	1137628800
1	6207	5	1137628800
1	2425	4	1140998400
1	2426	4	1140998400
1	2427	4	1140998400
1	2442	4	1140998400
1	2443	4	1140998400
1	3043	4	1140998400
1	4259	4	1140998400
1	5118	4	1140998400
1	103	5	1141257600
1	128	5	1141257600
1	306	5	1141257600
1	307	5	1141257600
1	316	5	1141257600
1	317	5	1141257600
1	804	5	1141257600
1	814	5	1141257600
1	891	5	1141257600
1	1028	5	1141257600
1	1098	5	1141257600
1	1208	5	1141257600
1	1311	5	1141257600
1	1319	5	1141257600
1	2382	5	1141257600
1	4642	5	1141257600
1	4643	5	1141257600
1	5222	5	1141257600
1	5661	5	1141257600
1	5713	5	1141257600
1	160	5	1142380800
1	164	5	1142380800
1	221	5	1142380800
1	261	5	1142380800
1	455	5	1142380800
1	526	5	1142380800
1	1007	5	1142380800
1	1027	5	1142380800
1	1179	5	1142380800
1	1225	5	1142380800
1	1449	5	1142380800
1	1648	5	1142380800
1	1651	5	1142380800
1	1685	5	1142380800
1	3280	5	1142380800
1	3902	5	1142380800
1	4284	5	1142380800
1	4285	5	1142380800
1	5842	5	1142380800
1	5937	5	1142380800
1	3152	4	1142726400
1	3170	4	1142726400
1	4188	4	1142726400
1	4835	4	1142726400
1	4963	4	1142726400
1	4964	4	1142726400
1	5684	4	1142726400
1	3184	5	1143244800
1	4272	5	1143244800
1	4871	5	1143244800
1	1579	5	1155254400
1	3192	3	1155254400
1	3281	5	1155254400
1	3282	5	1155254400
1	3287	3	1155254400
1	3288	3	1155254400
1	3385	3	1155254400
1	3424	3	1155254400
1	3588	3	1155254400
1	6189	5	1155254400
1	93	5	1157932800
1	640	5	1157932800
1	646	5	1157932800
1	656	5	1157932800
1	990	5	1157932800
1	1000	5	1157932800
1	1442	5	1157932800
1	1443	5	1157932800
1	1465	5	1157932800
1	1615	5	1157932800
1	1655	5	1157932800
1	1658	5	1157932800
1	1748	5	1157932800
1	1913	5	1157932800
1	3193	5	1157932800
1	3434	5	1157932800
1	3925	5	1157932800
1	4080	5	1157932800
1	4081	5	1157932800
1	4681	5	1157932800
1	6104	5	1157932800
1	639	4	1160006400
1	645	4	1160006400
1	981	4	1160006400
1	1270	4	1160006400
1	1271	4	1160006400
1	1325	4	1160006400
1	1438	4	1160006400
1	1439	4	1160006400
1	1614	4	1160006400
1	1622	4	1160006400
1	1653	4	1160006400
1	1657	4	1160006400
1	1676	4	1160006400
1	1749	4	1160006400
1	3444	4	1160006400
1	3466	4	1160006400
1	3956	4	1160006400
1	4360	4	1160006400
1	4607	4	1160006400
1	5738	4	1160006400
1	5748	4	1160006400
1	5769	4	1160006400
1	6125	4	1160006400
1	3733	4	1161993600
1	3734	4	1161993600
1	3738	4	1161993600
1	3739	4	1161993600
1	3740	4	1161993600
1	3823	4	1161993600
1	3827	4	1161993600
1	4122	4	1161993600
1	4300	4	1161993600
1	4301	4	1161993600
1	5309	4	1161993600
1	5747	4	1161993600
1	5940	4	1161993600
1	6141	4	1161993600
1	6206	4	1161993600
1	3683	4	1169164800
1	3684	4	1169164800
1	3692	5	1169164800
1	3700	4	1169164800
1	3716	4	1169164800
1	3717	4	1169164800
1	3732	5	1169164800
1	3773	5	1169164800
1	3783	4	1169164800
1	3828	4	1169164800
1	4620	5	1169164800
1	4833	5	1169164800
1	5199	5	1169164800
1	3574	4	1170201600
1	3629	4	1170201600
1	3630	4	1170201600
1	3644	4	1170201600
1	3751	4	1170201600
1	3785	4	1170201600
1	6198	4	1170201600
1	3675	2	1171843200
1	3676	2	1171843200
1	3748	2	1171843200
1	3749	2	1171843200
1	5267	2	1171843200
1	3725	4	1172620800
1	3737	4	1172620800
1	3847	4	1172620800
1	4763	4	1172620800
1	3761	4	1173139200
1	3762	4	1173139200
1	3763	4	1173139200
1	3852	4	1173139200
1	3936	4	1173139200
1	4372	4	1173139200
1	4658	4	1173139200
1	5218	4	1173139200
1	44	5	1174867200
1	694	5	1174867200
1	695	5	1174867200
1	1226	5	1174867200
1	1239	5	1174867200
1	1275	5	1174867200
1	1284	5	1174867200
1	1765	5	1174867200
1	1901	5	1174867200
1	3941	5	1174867200
1	5260	5	1174867200
1	5401	5	1174867200
1	5410	5	1174867200
1	4011	4	1187222400
1	4012	4	1187222400
1	4014	4	1187222400
1	4077	4	1187222400
1	4151	4	1187222400
1	4160	4	1187222400
1	5174	4	1187222400
1	5506	4	1187222400
1	5875	4	1187222400
1	3788	3	1187308800
1	3789	3	1187308800
1	3790	3	1187308800
1	3934	3	1187308800
1	3961	3	1187308800
1	4212	3	1187308800
1	5023	3	1187308800
1	5132	3	1187308800
1	3998	4	1190160000
1	4074	4	1190160000
1	4710	4	1190160000
1	5187	4	1190160000
1	5188	4	1190160000
1	4068	4	1190678400
1	4069	4	1190678400
1	4070	4	1190678400
1	4071	4	1190678400
1	4073	4	1190678400
1	4075	4	1190678400
